27:36.790	27:54.250	27:52.700	28:07.970	27:52.540
29:37.250	29:51.880	29:22.040	29:43.220	29:43.815
29:37.490	29:51.940	29:22.380	29:43.230	29:44.775
29:37.560	29:52.010	29:22.910	29:43.430	29:47.335
29:38.390	29:52.230	29:23.590	29:44.280	29:47.655
29:40.850	29:52.240	29:23.750	29:44.670	29:49.380
29:41.060	29:53.360	29:24.330	29:45.020	29:50.630
29:42.270	29:55.090	29:24.800	29:45.350	29:52.015
29:43.350	29:57.490	29:25.410	29:46.300	29:52.440
29:45.010	29:59.090	29:26.520	29:46.720	29:52.735
29:45.610	30:01.650	29:27.290	29:47.060	29:52.855
29:45.820	30:03.310	29:27.550	29:48.360	29:53.310
29:48.670	30:03.830	29:28.830	29:48.450	29:53.810
29:49.390	30:04.400	29:29.120	29:49.210	29:54.425
29:50.610	30:07.130	29:29.610	29:50.210	29:55.610
29:51.130	30:07.250	29:29.800	29:51.590	29:55.945
29:52.140	30:07.270	29:29.920	29:51.740	29:56.035
29:54.720	30:08.460	29:30.060	29:52.460	29:56.820
29:55.830	30:09.600	29:30.360	29:52.860	29:57.490
29:56.530	30:10.470	29:30.980	29:53.890	29:59.925
29:59.090	30:11.950	29:31.050	29:54.060	30:01.210
29:59.140	30:13.570	29:32.650	29:54.650	30:01.935
29:59.200	30:13.800	29:32.760	29:54.790	30:02.875
30:00.040	30:16.280	29:33.150	29:55.380	30:04.335
30:01.590	30:18.750	29:33.570	29:55.470	30:05.195
30:01.940	30:18.940	29:34.000	29:56.780	30:05.785
30:02.030	30:20.490	29:34.200	29:57.530	30:05.945
30:03.620	30:20.640	29:34.940	29:59.700	30:09.155
30:03.680	30:20.920	29:34.950	30:00.730	30:09.540
30:03.830	30:21.390	29:35.860	30:01.590	30:10.140
30:03.890	30:22.070	29:36.000	30:02.890	30:11.480
30:04.560	30:22.640	29:36.280	30:03.420	30:11.615
30:04.870	30:22.700	29:36.710	30:04.060	30:16.295
30:05.100	30:23.780	29:37.010	30:04.840	30:16.410
30:06.290	30:24.300	29:37.330	30:09.130	30:17.280
30:09.010	30:24.310	29:37.900	30:11.290	30:18.935
30:09.020	30:24.350	29:39.060	30:12.610	30:19.255
30:09.860	30:24.380	29:39.560	30:14.810	30:19.430
30:09.860	30:25.520	29:39.850	30:19.500	30:21.635
30:10.810	30:27.060	29:40.640	30:21.470	30:23.445
30:12.260	30:27.570	29:41.090	30:23.620	30:24.540
30:12.420	30:28.060	29:41.370	30:24.840	30:25.670
30:17.480	30:28.340	29:41.510	30:25.110	30:25.935
